order_id,order_date,customer_id,product_id,product_category,brand,price,discount_percent,delivery_location,size,color,customer_history_returns,return_flag,return_reason,days_to_return
ORD105016,2024-05-04,CUST10427,PROD1855,Ethnic,BrandG,1336.94,20,Bengaluru,XXL,Red,0,0,,
ORD105017,2024-02-13,CUST16514,PROD2407,Tops,BrandA,2676.0,10,Delhi,L,Grey,0,0,,
ORD105018,2024-03-09,CUST14074,PROD1460,Footwear,BrandE,3165.82,20,Mumbai,XS,Yellow,0,0,,
ORD105019,2024-01-08,CUST14679,PROD2513,Footwear,BrandE,647.66,30,Delhi,XL,Red,0,0,,
ORD105020,2024-06-14,CUST15771,PROD1819,Tops,BrandA,727.76,0,Bengaluru,XXL,Red,0,1,Quality,2.0
ORD105021,2024-06-11,CUST15363,PROD1232,Tops,BrandA,475.21,20,Chennai,XXL,Black,1,1,Quality,7.0
ORD105022,2024-02-27,CUST17237,PROD2347,Activewear,BrandF,1864.49,20,Bengaluru,M,Green,1,0,,
ORD105023,2024-01-04,CUST10362,PROD1920,Tops,BrandB,2853.0,30,Delhi,XL,Yellow,0,0,,
ORD105024,2024-05-24,CUST17680,PROD2512,Bottoms,BrandB,2503.81,0,Chennai,XXL,Blue,1,1,Wrong Item,10.0
ORD105025,2025-01-29,CUST11840,PROD1106,Footwear,BrandA,1238.93,0,Kolkata,S,White,0,0,,
ORD105026,2024-01-15,CUST17904,PROD1112,Ethnic,BrandF,1250.28,30,Kolkata,XXL,Red,0,0,,
ORD105027,2024-09-13,CUST14563,PROD2251,Tops,BrandE,1306.03,30,Kolkata,M,Blue,0,0,,
ORD105028,2024-04-13,CUST14958,PROD2061,Ethnic,BrandB,1654.89,40,Bengaluru,XL,Green,0,0,,
ORD105029,2025-02-20,CUST10331,PROD1235,Activewear,BrandA,924.57,10,Bengaluru,XXL,White,0,0,,
ORD105030,2024-12-17,CUST10834,PROD2686,Footwear,BrandG,1024.77,30,Delhi,L,Grey,0,0,,
ORD105031,2028-11-07,CUST13905,PROD2344,Activewear,BrandA,973.7,40,Mumbai,XL,Red,0,0,,
ORD105032,2024-07-28,CUST17779,PROD2713,Tops,BrandD,447.16,10,Mumbai,XS,Blue,0,0,,
ORD105033,2024-10-07,CUST16543,PROD1558,Bottoms,BrandG,3137.28,10,Hyderabad,L,White,0,0,,
ORD105034,2024-05-03,CUST12438,PROD1383,Accessories,BrandC,2440.15,30,Mumbai,S,Yellow,0,0,,
ORD105035,2024-03-07,CUST11197,PROD1514,Footwear,BrandG,793.61,20,Bengaluru,S,Black,0,1,Late Delivery,5.0
ORD105036,2024-02-11,CUST10914,PROD1136,Bottoms,BrandC,1748.39,40,Kolkata,XXL,Grey,1,1,Fit/Sizing,7.0
ORD105037,2025-10-30,CUST13211,PROD2059,Footwear,BrandC,2077.52,20,Delhi,XXL,Green,1,0,,
ORD105038,2025-03-30,CUST13858,PROD1108,Tops,BrandG,1356.06,20,Hyderabad,XL,Green,0,0,,
ORD105039,2024-11-25,CUST12437,PROD1418,Tops,BrandB,369.77,10,Bengaluru,XL,White,0,0,,
ORD105040,2024-04-06,CUST15300,PROD1397,Accessories,BrandG,458.41,0,Pune,XL,Yellow,0,0,,
ORD105041,2024-02-29,CUST11247,PROD2591,Ethnic,BrandA,1357.29,10,Hyderabad,XXL,Grey,0,0,,
ORD105042,2024-06-07,CUST10916,PROD2647,Footwear,BrandA,2919.0,10,Bengaluru,S,Yellow,0,0,,
ORD105043,2024-07-01,CUST12745,PROD2596,Bottoms,BrandE,1607.71,10,Delhi,XL,Red,0,0,,
ORD105044,2024-01-14,CUST17851,PROD2957,Tops,BrandG,3329.34,0,Mumbai,S,White,0,0,,
ORD105045,2024-01-13,CUST13600,PROD1762,Ethnic,BrandB,3058.18,0,Kolkata,XXL,Yellow,0,0,,
ORD105046,2024-07-17,CUST15998,PROD1406,Tops,BrandD,2722.08,20,Hyderabad,L,Black,2,0,,
ORD105047,2024-05-16,CUST17112,PROD1872,Ethnic,BrandA,1061.61,10,Chennai,XS,Red,0,1,Fit/Sizing,10.0
ORD105048,2024-01-04,CUST16287,PROD1610,Bottoms,BrandF,1830.5,20,Delhi,L,Grey,0,0,,
ORD105049,2024-09-16,CUST13720,PROD2364,Accessories,BrandC,2747.8,30,Delhi,S,Black,0,1,Fit/Sizing,7.0
ORD105050,2024-06-24,CUST10148,PROD2521,Accessories,BrandA,2579.31,20,Bengaluru,S,White,0,0,,
ORD105051,2024-04-18,CUST13682,PROD1838,Accessories,BrandA,3271.86,0,Bengaluru,L,Blue,1,0,,
ORD105052,2024-03-23,CUST17589,PROD2297,Tops,BrandA,1575.31,10,Bengaluru,XS,Blue,0,0,,
ORD105053,2024-11-07,CUST12044,PROD1656,Tops,BrandA,770.45,10,Mumbai,XL,Black,1,0,,
ORD105054,2024-09-10,CUST17477,PROD2413,Activewear,BrandD,438.59,20,Bengaluru,XXL,Yellow,0,0,,
ORD105055,2024-03-19,CUST15644,PROD2732,Ethnic,BrandE,808.7,10,Mumbai,M,Yellow,0,0,,
ORD105056,2024-03-26,CUST12143,PROD2694,Bottoms,BrandG,1817.62,10,Delhi,XL,Green,1,0,,
ORD105057,2024-02-02,CUST11203,PROD2266,Tops,BrandG,439.17,0,Chennai,S,Green,0,0,,
ORD105058,2024-09-18,CUST15770,PROD2972,Bottoms,BrandG,434.69,0,Mumbai,XXL,White,0,1,Fit/Sizing,2.0
ORD105059,2025-11-15,CUST14713,PROD2219,Footwear,BrandB,2956.83,10,Hyderabad,L,Grey,0,0,,
ORD105060,2024-12-26,CUST15256,PROD1300,Accessories,BrandB,2576.24,30,Hyderabad,XXL,Black,0,1,Quality,10.0
ORD105061,2024-01-09,CUST12955,PROD2698,Bottoms,BrandD,642.03,10,Chennai,M,Green,0,1,Fit/Sizing,2.0
ORD105062,2024-11-10,CUST12622,PROD2259,Bottoms,BrandB,1695.69,10,Delhi,XXL,Black,0,0,,
ORD105063,2024-04-22,CUST13711,PROD1471,Bottoms,BrandD,3510.1,30,Bengaluru,M,White,1,1,Quality,10.0
ORD105064,2024-01-15,CUST10855,PROD2683,Bottoms,BrandB,2942.89,10,Delhi,S,Grey,0,0,,
ORD105065,2024-04-16,CUST12973,PROD1935,Tops,BrandC,485.88,0,Kolkata,M,Green,1,0,,
ORD105066,2025-02-09,CUST13894,PROD2007,Bottoms,BrandF,457.45,0,Chennai,XXL,Yellow,1,1,Fit/Sizing,2.0
ORD105067,2024-07-29,CUST10733,PROD2252,Accessories,BrandF,2883.75,20,Bengaluru,L,Blue,0,0,,
ORD105068,2024-03-04,CUST11101,PROD2879,Footwear,BrandF,828.35,0,Chennai,XL,Green,0,0,,
ORD105069,2024-12-19,CUST17416,PROD2774,Bottoms,BrandF,2594.63,20,Bengaluru,XL,White,0,1,Fit/Sizing,5.0
ORD105070,2024-03-05,CUST13601,PROD2976,Tops,BrandC,679.95,40,Bengaluru,M,Red,0,0,,
ORD105071,2025-07-05,CUST14862,PROD1054,Accessories,BrandC,3426.19,10,Lucknow,XS,Grey,0,0,,
ORD105072,2024-02-26,CUST14974,PROD1901,Bottoms,BrandD,3339.7,10,Hyderabad,M,Green,0,0,,
ORD105073,2024-01-30,CUST16441,PROD2696,Bottoms,BrandA,2989.06,10,Delhi,XXL,Green,0,1,Late Delivery,5.0
ORD105074,2025-06-04,CUST12675,PROD2433,Activewear,BrandE,2055.89,40,Pune,S,Yellow,0,0,,
ORD105075,2024-09-05,CUST17282,PROD1535,Bottoms,BrandC,1995.04,0,Bengaluru,S,Black,0,0,,
ORD105076,2025-06-18,CUST15538,PROD2691,Activewear,BrandG,375.3,30,Chennai,XS,Grey,0,1,Quality,2.0
ORD105077,2024-05-03,CUST13591,PROD1498,Footwear,BrandC,2388.97,10,Bengaluru,L,White,0,1,Fit/Sizing,5.0
ORD105078,2026-01-02,CUST10494,PROD1796,Accessories,BrandA,394.71,10,Bengaluru,L,Black,0,0,,
ORD105079,2026-12-10,CUST17961,PROD2521,Accessories,BrandC,2867.1,10,Hyderabad,L,Grey,0,0,,
ORD105080,2024-04-29,CUST10631,PROD1100,Activewear,BrandF,436.58,40,Hyderabad,XS,Black,0,0,,
ORD105081,2024-09-28,CUST14100,PROD1215,Bottoms,BrandB,1578.82,30,Bengaluru,S,Red,0,1,Quality,7.0
ORD105082,2024-02-16,CUST16277,PROD2037,Tops,BrandF,2880.07,0,Hyderabad,XL,Black,0,0,,
ORD105083,2024-01-17,CUST15863,PROD2629,Tops,BrandF,1372.81,20,Hyderabad,S,White,0,0,,
ORD105084,2024-05-28,CUST11518,PROD2469,Footwear,BrandA,452.44,0,Delhi,XXL,Black,0,0,,
ORD105085,2024-05-30,CUST14275,PROD1301,Activewear,BrandA,2981.51,30,Delhi,XL,White,0,1,Late Delivery,5.0
ORD105086,2025-01-31,CUST10624,PROD2429,Tops,BrandA,2244.12,40,Hyderabad,XL,Grey,0,0,,
ORD105087,2024-07-15,CUST15166,PROD1000,Footwear,BrandA,1325.78,10,Bengaluru,M,Black,0,0,,
ORD105088,2024-04-09,CUST16651,PROD1262,Activewear,BrandG,1753.23,0,Kolkata,XS,Grey,1,0,,
ORD105089,2024-06-16,CUST13470,PROD1323,Bottoms,BrandA,1724.2,0,Bengaluru,M,Yellow,2,0,,
ORD105090,2025-01-07,CUST15324,PROD2675,Footwear,BrandA,976.09,20,Chennai,M,Yellow,0,0,,
ORD105091,2024-06-06,CUST13154,PROD2080,Footwear,BrandB,1803.59,0,Delhi,L,Yellow,0,0,,
ORD105092,2024-08-09,CUST10474,PROD2999,Accessories,BrandC,528.06,50,Chennai,XS,Blue,0,1,Quality,5.0
ORD105093,2024-12-23,CUST12643,PROD2330,Tops,BrandA,403.78,20,Bengaluru,S,Yellow,0,0,,
ORD105094,2024-12-01,CUST10992,PROD1383,Bottoms,BrandG,784.52,0,Hyderabad,XXL,White,1,0,,
ORD105095,2025-01-05,CUST13342,PROD1537,Footwear,BrandA,1246.46,10,Bengaluru,S,Green,1,1,Fit/Sizing,10.0
ORD105096,2024-06-13,CUST13584,PROD2096,Tops,BrandA,1249.92,10,Delhi,XL,Grey,0,0,,
ORD105097,2025-01-30,CUST13585,PROD2075,Tops,BrandF,732.09,20,Lucknow,L,White,0,1,Wrong Item,2.0
ORD105098,2025-09-12,CUST13655,PROD2506,Tops,BrandA,989.71,30,Pune,S,Red,0,0,,
ORD105099,2024-06-03,CUST13248,PROD1918,Footwear,BrandC,729.84,10,Bengaluru,M,Red,2,1,Quality,2.0
ORD105100,2024-06-22,CUST14498,PROD1087,Bottoms,BrandG,2693.99,10,Delhi,XL,Grey,1,1,Late Delivery,7.0
ORD105101,2024-11-12,CUST16762,PROD2947,Footwear,BrandB,401.3,40,Delhi,M,Blue,1,0,,
ORD105102,2024-08-16,CUST10662,PROD1831,Bottoms,BrandE,1624.32,50,Pune,S,Grey,0,0,,
ORD105103,2024-01-15,CUST12068,PROD2917,Footwear,BrandG,761.86,40,Mumbai,S,Yellow,1,0,,
ORD105104,2024-06-15,CUST13469,PROD1558,Tops,BrandG,363.37,50,Bengaluru,XL,Yellow,0,0,,
ORD105105,2024-08-01,CUST17130,PROD2170,Footwear,BrandE,1716.67,10,Hyderabad,L,White,0,0,,
ORD105106,2024-02-15,CUST17218,PROD2032,Footwear,BrandG,384.24,20,Mumbai,XXL,Black,1,0,,
ORD105107,2024-07-12,CUST11978,PROD1633,Tops,BrandD,580.12,10,Hyderabad,XL,Red,0,0,,
ORD105108,2024-10-16,CUST13956,PROD1391,Bottoms,BrandD,968.37,0,Lucknow,S,Black,0,0,,
ORD105109,2024-09-19,CUST15899,PROD2228,Bottoms,BrandB,1704.89,0,Bengaluru,M,Green,0,0,,
ORD105110,2024-03-02,CUST12513,PROD2036,Tops,BrandG,836.22,30,Chennai,XS,Green,0,0,,
ORD105111,2024-02-28,CUST15763,PROD2312,Footwear,BrandC,325.52,10,Delhi,XXL,Black,0,1,Quality,5.0
ORD105112,2024-06-09,CUST15844,PROD2186,Ethnic,BrandA,449.89,10,Mumbai,XL,Green,0,0,,
ORD105113,2024-12-25,CUST14153,PROD2669,Accessories,BrandG,1792.66,20,Kolkata,L,Black,3,1,Quality,15.0
ORD105114,2025-07-09,CUST16442,PROD1312,Bottoms,BrandA,1130.78,0,Mumbai,L,Grey,0,0,,
ORD105115,2024-01-12,CUST16403,PROD2400,Accessories,BrandG,650.15,20,Chennai,XXL,Blue,0,0,,
ORD105116,2026-01-03,CUST14093,PROD2491,Activewear,BrandF,389.7,30,Kolkata,M,Yellow,0,0,,
ORD105117,2024-04-24,CUST11143,PROD1138,Bottoms,BrandG,724.79,20,Hyderabad,S,Grey,0,0,,
ORD105118,2024-03-03,CUST12175,PROD2202,Bottoms,BrandA,720.74,0,Delhi,XS,Black,0,0,,
ORD105119,2024-02-18,CUST11649,PROD2409,Ethnic,BrandG,665.9,20,Pune,XS,Green,1,0,,
ORD105120,2024-07-05,CUST15378,PROD2024,Activewear,BrandD,1540.85,0,Mumbai,XXL,Green,0,0,,
ORD105121,2025-02-08,CUST13428,PROD1726,Bottoms,BrandC,1648.07,0,Mumbai,XXL,Green,0,1,Late Delivery,7.0
ORD105122,2024-07-24,CUST17225,PROD2795,Tops,BrandA,1052.67,20,Delhi,XL,White,1,1,Wrong Item,7.0
ORD105123,2025-06-26,CUST13811,PROD1312,Bottoms,BrandB,530.01,30,Bengaluru,S,Yellow,0,0,,
ORD105124,2024-02-23,CUST13639,PROD2152,Bottoms,BrandC,2367.46,10,Lucknow,XL,Red,0,0,,
ORD105125,2024-12-14,CUST16964,PROD1362,Bottoms,BrandA,784.06,0,Hyderabad,S,White,0,0,,
ORD105126,2024-03-21,CUST14116,PROD1949,Tops,BrandG,460.37,0,Lucknow,XL,Black,0,0,,
ORD105127,2026-11-05,CUST16815,PROD1519,Footwear,BrandC,2660.0,10,Bengaluru,S,Yellow,0,0,,
ORD105128,2024-01-22,CUST17280,PROD2568,Accessories,BrandA,2845.58,20,Delhi,XS,Red,0,0,,
ORD105129,2025-07-15,CUST16301,PROD2242,Tops,BrandA,1685.38,0,Kolkata,XL,White,0,0,,
ORD105130,2024-07-25,CUST15150,PROD1996,Footwear,BrandF,1389.23,10,Bengaluru,XS,Grey,0,0,,
ORD105131,2024-04-13,CUST12020,PROD1364,Bottoms,BrandF,1183.45,20,Pune,L,Blue,0,1,Wrong Item,2.0
ORD105132,2024-08-21,CUST17009,PROD1081,Activewear,BrandG,923.38,30,Kolkata,XS,White,0,0,,
ORD105133,2024-08-18,CUST14448,PROD1132,Footwear,BrandB,431.72,0,Mumbai,L,White,0,1,Late Delivery,5.0
ORD105134,2024-05-22,CUST10159,PROD1074,Activewear,BrandD,846.69,10,Chennai,M,Grey,1,0,,
ORD105135,2025-01-30,CUST10385,PROD1284,Footwear,BrandF,2285.59,30,Delhi,M,Black,0,1,Quality,5.0
ORD105136,2024-11-28,CUST13280,PROD2616,Bottoms,BrandG,3145.85,30,Pune,XL,Green,0,1,Wrong Item,20.0
ORD105137,2024-02-24,CUST12646,PROD1089,Bottoms,BrandA,921.09,10,Lucknow,XL,Black,0,0,,
ORD105138,2024-01-07,CUST17540,PROD2250,Bottoms,BrandD,3325.21,30,Kolkata,M,Green,0,0,,
ORD105139,2024-03-22,CUST12505,PROD2206,Accessories,BrandG,2311.77,10,Chennai,XL,White,0,0,,
ORD105140,2024-04-08,CUST16948,PROD1227,Tops,BrandD,2580.94,20,Bengaluru,L,Blue,2,0,,
ORD105141,2024-01-24,CUST13410,PROD2272,Bottoms,BrandB,1081.9,10,Bengaluru,L,Yellow,0,1,Late Delivery,2.0
ORD105142,2024-11-27,CUST10940,PROD1647,Footwear,BrandG,566.55,10,Pune,XL,Red,0,0,,
ORD105143,2024-01-02,CUST12251,PROD1797,Footwear,BrandC,511.47,10,Mumbai,XL,Black,0,0,,
ORD105144,2024-03-27,CUST17364,PROD1529,Tops,BrandC,412.15,0,Kolkata,XS,Black,0,0,,
ORD105145,2024-01-18,CUST17665,PROD2408,Bottoms,BrandD,830.51,40,Kolkata,M,Black,0,0,,
ORD105146,2024-01-03,CUST16078,PROD2652,Ethnic,BrandE,1018.45,30,Bengaluru,XXL,Green,1,1,Wrong Item,2.0
ORD105147,2024-01-13,CUST11988,PROD1951,Tops,BrandC,2194.05,30,Delhi,XS,Yellow,0,0,,
ORD105148,2024-01-22,CUST15271,PROD2384,Ethnic,BrandC,1713.5,30,Mumbai,XXL,Red,0,0,,
ORD105149,2024-02-21,CUST14252,PROD1558,Tops,BrandG,1037.9,30,Pune,L,Yellow,1,0,,
ORD105150,2024-01-20,CUST16129,PROD1985,Ethnic,BrandG,2929.64,20,Mumbai,XL,Black,0,1,Fit/Sizing,10.0
ORD105151,2024-02-26,CUST14286,PROD2272,Footwear,BrandB,457.52,10,Kolkata,XXL,Grey,1,0,,
ORD105152,2024-12-19,CUST16392,PROD2026,Footwear,BrandA,571.06,0,Hyderabad,XL,Green,0,0,,
ORD105153,2024-04-03,CUST11426,PROD1041,Activewear,BrandF,379.48,10,Bengaluru,XL,White,0,1,Fit/Sizing,2.0
ORD105154,2024-02-22,CUST12174,PROD1563,Bottoms,BrandG,1903.63,10,Hyderabad,L,White,0,0,,
ORD105155,2024-02-07,CUST12263,PROD2428,Ethnic,BrandD,2394.0,0,Hyderabad,XS,Grey,0,0,,
ORD105156,2024-01-19,CUST11634,PROD2560,Accessories,BrandB,1206.3,0,Lucknow,XS,White,0,0,,
ORD105157,2024-08-03,CUST16944,PROD1965,Footwear,BrandG,945.34,20,Pune,XS,Grey,0,0,,
ORD105158,2024-02-22,CUST17827,PROD1607,Ethnic,BrandD,749.3,10,Hyderabad,L,Blue,1,0,,
ORD105159,2024-07-10,CUST15440,PROD1488,Accessories,BrandF,834.22,40,Bengaluru,S,Blue,0,0,,
ORD105160,2024-11-20,CUST12067,PROD1109,Ethnic,BrandC,1044.9,10,Mumbai,XL,Yellow,0,1,Quality,7.0
ORD105161,2025-01-12,CUST14987,PROD2628,Footwear,BrandF,413.4,20,Bengaluru,M,Green,0,0,,
ORD105162,2024-05-02,CUST15158,PROD2731,Bottoms,BrandB,1030.37,0,Delhi,XS,Yellow,0,0,,
ORD105163,2024-09-30,CUST11292,PROD2910,Ethnic,BrandE,1080.63,30,Bengaluru,M,Black,0,0,,
ORD105164,2024-03-24,CUST11110,PROD1775,Bottoms,BrandD,1948.05,10,Bengaluru,XS,Grey,1,0,,
ORD105165,2024-01-19,CUST12239,PROD2657,Ethnic,BrandD,2001.17,50,Delhi,XL,Grey,0,0,,
ORD105166,2024-02-12,CUST11153,PROD1903,Tops,BrandC,792.21,10,Bengaluru,XS,Blue,0,0,,
ORD105167,2024-05-04,CUST17149,PROD1976,Accessories,BrandB,1048.65,10,Kolkata,L,Blue,0,0,,
ORD105168,2025-12-25,CUST16459,PROD2988,Activewear,BrandD,821.38,0,Chennai,XL,White,3,1,Quality,5.0
ORD105169,2024-09-18,CUST13656,PROD2915,Footwear,BrandB,3522.74,10,Bengaluru,L,Grey,0,0,,
ORD105170,2024-04-26,CUST14027,PROD2376,Tops,BrandF,3123.09,20,Hyderabad,XXL,Grey,0,0,,
ORD105171,2024-07-12,CUST15049,PROD2729,Bottoms,BrandB,3435.36,10,Delhi,L,Grey,0,0,,
ORD105172,2024-10-26,CUST16241,PROD2042,Ethnic,BrandC,435.23,0,Lucknow,XS,Black,0,1,Fit/Sizing,2.0
ORD105173,2025-09-06,CUST12576,PROD1546,Tops,BrandB,336.52,30,Lucknow,S,Grey,0,0,,
ORD105174,2024-02-17,CUST10443,PROD2517,Tops,BrandC,1710.16,50,Bengaluru,XL,Black,0,0,,
ORD105175,2024-06-01,CUST14878,PROD1402,Ethnic,BrandF,2480.11,0,Lucknow,S,Yellow,0,0,,
ORD105176,2024-03-04,CUST17100,PROD1682,Footwear,BrandA,1772.54,0,Mumbai,L,Red,0,0,,
ORD105177,2024-06-29,CUST16219,PROD1699,Activewear,BrandG,3157.74,10,Delhi,XXL,Red,0,0,,
ORD105178,2024-03-22,CUST16071,PROD2610,Tops,BrandE,1321.43,40,Mumbai,M,White,0,0,,
ORD105179,2025-05-16,CUST12925,PROD1977,Accessories,BrandD,2292.01,0,Mumbai,XL,White,0,1,Wrong Item,2.0
ORD105180,2025-03-29,CUST12117,PROD1434,Tops,BrandG,565.38,20,Bengaluru,XL,Blue,0,0,,
ORD105181,2024-06-20,CUST12170,PROD2843,Ethnic,BrandB,2189.12,30,Lucknow,S,Grey,0,0,,
ORD105182,2024-03-14,CUST15151,PROD2218,Tops,BrandA,557.38,10,Delhi,XXL,Blue,0,0,,
ORD105183,2024-08-03,CUST14777,PROD1939,Bottoms,BrandD,1280.95,10,Chennai,XS,Black,0,1,Wrong Item,10.0
ORD105184,2025-01-14,CUST16155,PROD1105,Footwear,BrandA,448.0,10,Delhi,M,White,2,0,,
ORD105185,2024-06-06,CUST16209,PROD2427,Bottoms,BrandB,1918.64,10,Delhi,XS,Red,0,0,,
ORD105186,2024-07-15,CUST12042,PROD1254,Accessories,BrandF,998.59,40,Hyderabad,L,Red,0,0,,
ORD105187,2024-04-05,CUST13789,PROD1551,Activewear,BrandG,832.42,30,Chennai,M,Red,1,0,,
ORD105188,2024-03-17,CUST12790,PROD2020,Activewear,BrandE,555.47,10,Hyderabad,M,Yellow,3,0,,
ORD105189,2024-04-03,CUST17236,PROD1440,Tops,BrandF,1831.14,20,Delhi,L,Green,0,1,Fit/Sizing,10.0
ORD105190,2024-08-11,CUST15823,PROD2678,Ethnic,BrandA,463.44,30,Kolkata,S,Green,0,0,,
ORD105191,2024-04-20,CUST15630,PROD2385,Activewear,BrandB,991.71,10,Pune,L,Red,1,1,Fit/Sizing,2.0
ORD105192,2025-12-01,CUST12442,PROD2803,Ethnic,BrandB,811.16,30,Delhi,XXL,Green,1,0,,
ORD105193,2025-04-19,CUST11482,PROD1554,Tops,BrandC,2586.2,10,Pune,XXL,Black,0,1,Fit/Sizing,10.0
ORD105194,2024-12-14,CUST13087,PROD2768,Footwear,BrandC,572.59,40,Mumbai,XL,Yellow,1,0,,
ORD105195,2025-09-29,CUST12901,PROD2138,Ethnic,BrandA,371.95,30,Bengaluru,L,White,0,1,Fit/Sizing,15.0
ORD105196,2024-02-15,CUST12576,PROD1398,Tops,BrandF,3019.55,20,Hyderabad,M,Black,1,0,,
ORD105197,2027-06-13,CUST11620,PROD1309,Bottoms,BrandC,1218.85,0,Bengaluru,XS,Green,0,0,,
ORD105198,2025-04-02,CUST10842,PROD2232,Footwear,BrandE,2734.78,10,Bengaluru,M,Black,0,0,,
ORD105199,2024-06-11,CUST14267,PROD1742,Tops,BrandC,322.63,20,Mumbai,S,Red,0,0,,
ORD105200,2024-03-10,CUST15682,PROD1428,Tops,BrandA,453.03,20,Kolkata,L,Grey,1,0,,
ORD105201,2024-08-29,CUST12066,PROD1040,Accessories,BrandF,415.62,20,Lucknow,XXL,Yellow,0,0,,
ORD105202,2024-04-26,CUST14220,PROD2726,Tops,BrandD,2033.61,0,Pune,M,Blue,2,0,,
ORD105203,2024-11-06,CUST16519,PROD1793,Ethnic,BrandB,2516.76,30,Kolkata,XS,Black,0,0,,
ORD105204,2024-12-05,CUST17118,PROD2063,Bottoms,BrandD,2248.18,20,Kolkata,L,Red,0,0,,
ORD105205,2024-03-24,CUST15618,PROD1657,Footwear,BrandF,2573.36,10,Hyderabad,M,Blue,0,0,,
ORD105206,2024-08-23,CUST10673,PROD2655,Footwear,BrandD,2881.46,0,Pune,L,Grey,0,0,,
ORD105207,2025-12-15,CUST15773,PROD1289,Ethnic,BrandE,445.32,40,Mumbai,XXL,Black,0,1,Quality,5.0
ORD105208,2025-01-10,CUST12546,PROD2324,Ethnic,BrandE,1226.73,0,Chennai,L,Black,0,0,,
ORD105209,2024-07-02,CUST17956,PROD2688,Tops,BrandG,975.14,10,Chennai,M,Green,0,1,Wrong Item,5.0
ORD105210,2024-10-01,CUST17789,PROD1839,Tops,BrandA,1790.79,10,Mumbai,XXL,White,0,0,,
ORD105211,2024-04-28,CUST11339,PROD1240,Accessories,BrandE,848.27,20,Bengaluru,XL,Green,0,0,,
ORD105212,2024-03-19,CUST15953,PROD2194,Tops,BrandG,849.06,30,Pune,XS,Blue,0,0,,
ORD105213,2024-02-26,CUST14969,PROD2207,Tops,BrandE,1047.02,0,Pune,S,Blue,0,1,Wrong Item,2.0
ORD105214,2024-03-19,CUST16962,PROD1203,Bottoms,BrandB,1454.28,20,Delhi,M,Blue,0,0,,
ORD105215,2024-01-09,CUST13836,PROD1249,Bottoms,BrandA,2091.07,20,Mumbai,S,White,0,0,,
ORD105216,2025-04-17,CUST12269,PROD1626,Tops,BrandG,915.54,40,Chennai,XXL,Blue,1,0,,
ORD105217,2024-04-01,CUST13990,PROD2256,Footwear,BrandD,436.94,30,Pune,XL,Blue,0,0,,
ORD105218,2024-06-05,CUST14520,PROD1371,Activewear,BrandA,2321.32,0,Mumbai,S,Red,0,0,,
ORD105219,2024-01-26,CUST10597,PROD1084,Tops,BrandD,1872.32,0,Hyderabad,XS,Grey,1,0,,
ORD105220,2024-11-04,CUST16717,PROD2860,Tops,BrandC,443.12,10,Chennai,XL,Black,0,0,,
ORD105221,2024-01-09,CUST15565,PROD1383,Footwear,BrandG,2559.47,0,Delhi,XL,Black,1,1,Fit/Sizing,7.0
ORD105222,2024-08-09,CUST14747,PROD1704,Footwear,BrandB,2521.99,20,Delhi,XL,Blue,0,0,,
ORD105223,2024-01-20,CUST11413,PROD1954,Bottoms,BrandA,406.38,0,Kolkata,S,Black,0,0,,
ORD105224,2024-01-25,CUST14184,PROD1375,Tops,BrandB,670.2,20,Kolkata,M,Blue,0,1,Wrong Item,7.0
ORD105225,2024-09-14,CUST17173,PROD2915,Bottoms,BrandC,371.48,10,Delhi,XXL,Grey,1,1,Fit/Sizing,15.0
ORD105226,2025-03-26,CUST15273,PROD1116,Bottoms,BrandA,466.51,0,Lucknow,L,Black,0,0,,
ORD105227,2024-11-23,CUST11611,PROD1864,Activewear,BrandC,1467.87,30,Hyderabad,XL,Blue,0,1,Quality,7.0
ORD105228,2024-03-08,CUST11511,PROD1643,Tops,BrandE,819.77,10,Delhi,XL,Yellow,1,1,Fit/Sizing,5.0
ORD105229,2024-03-25,CUST14178,PROD2182,Ethnic,BrandF,588.96,20,Mumbai,XXL,White,1,1,Wrong Item,2.0
ORD105230,2025-01-18,CUST14827,PROD2068,Footwear,BrandG,1177.63,10,Pune,L,Green,1,1,Fit/Sizing,5.0
ORD105231,2024-09-08,CUST15243,PROD1285,Tops,BrandD,1298.99,10,Chennai,S,Blue,0,0,,
ORD105232,2024-01-03,CUST14893,PROD2132,Tops,BrandB,1068.81,20,Bengaluru,XS,Yellow,0,0,,
ORD105233,2024-04-10,CUST14143,PROD2493,Activewear,BrandD,1997.82,40,Pune,M,Blue,2,0,,
ORD105234,2024-12-17,CUST14825,PROD2966,Accessories,BrandC,1239.09,40,Bengaluru,XS,Green,0,0,,
ORD105235,2024-03-17,CUST11780,PROD2616,Bottoms,BrandE,1037.15,20,Delhi,S,Red,1,1,Quality,20.0
ORD105236,2024-08-23,CUST14126,PROD1664,Accessories,BrandA,1305.64,30,Bengaluru,L,Blue,1,0,,
ORD105237,2024-11-21,CUST11425,PROD2839,Tops,BrandF,1121.0,20,Bengaluru,S,Red,1,0,,
ORD105238,2024-07-24,CUST17994,PROD2654,Accessories,BrandC,3270.95,30,Delhi,XXL,Red,0,0,,
ORD105239,2025-03-17,CUST15958,PROD1859,Bottoms,BrandD,319.95,0,Bengaluru,XS,Black,0,0,,
ORD105240,2025-06-06,CUST10258,PROD2478,Bottoms,BrandE,1041.45,0,Delhi,XL,Grey,2,0,,
